NODE_9_length_3842_cov_27.242963,Viral_Rep
NODE_14715_length_313_cov_2.758475,Smr
NODE_146_length_1736_cov_7.350211,NADHdh Fer4_7 Oxidored_q3
NODE_14688_length_313_cov_5.631356,DUF2188
NODE_14681_length_314_cov_0.717300,Hexapep
NODE_1465_length_717_cov_3.523438,Semialdhyde_dh
NODE_145_length_1737_cov_4.160843,TonB_dep_Rec
NODE_14563_length_314_cov_11.320675,Glyco_trans_1_2
NODE_14562_length_314_cov_12.021097,Ribosomal_S11
NODE_14551_length_315_cov_0.810924,ATP_bind_2
NODE_1454_length_720_cov_2.418351,DNA_pol_A_exo1
NODE_14534_length_315_cov_1.126050,Ribosomal_L28
NODE_1450_length_720_cov_5.080871,Ribonuclease_P
NODE_144_length_1737_cov_6.330723,Laminin_G_3
NODE_14499_length_315_cov_1.739496,VRR_NUC
NODE_1447_length_719_cov_2.302795,Peripla_BP_6
NODE_1446_length_721_cov_4.099379,PhageMin_Tail
NODE_14441_length_315_cov_5.949580,FeoA
NODE_1443_length_722_cov_2.040310,NinG
NODE_143_length_1738_cov_7.698977,SPOR FHA
NODE_1439_length_722_cov_3.006202,Tyr_Deacylase MazG
NODE_14393_length_316_cov_1.297071,SecY
NODE_14390_length_316_cov_1.347280,Cpn10
NODE_14385_length_316_cov_1.476987,P22_CoatProtein
NODE_1437_length_722_cov_7.502326,HSP20
NODE_1436_length_722_cov_7.553488,DHHA1
NODE_1435_length_722_cov_14.392248,Acetate_kinase
NODE_1434_length_722_cov_34.427907,Ribosom_S12_S23
NODE_1432_length_723_cov_1.690402,Trans_reg_C
NODE_14319_length_316_cov_4.129707,Peptidase_M3
NODE_142_length_1745_cov_23.591727,EF_TS
NODE_14255_length_317_cov_1.495833,Phage_holin_4_1
NODE_1424_length_724_cov_18.446677,Ribosomal_L30 Ribosomal_S5_C
NODE_14247_length_317_cov_1.650000,Bac_surface_Ag
NODE_14235_length_317_cov_1.904167,ECF-ribofla_trS
NODE_14176_length_317_cov_6.920833,EFG_C
NODE_14171_length_317_cov_17.741667,Bac_DNA_binding
NODE_1416_length_726_cov_4.154083,DUF177
NODE_14154_length_318_cov_0.838174,DUF4326
NODE_1413_length_726_cov_24.593220,DUF2492
NODE_14069_length_318_cov_2.717842,Metalloenzyme
NODE_1405_length_728_cov_2.754224,MobB
NODE_1404_length_728_cov_2.981567,Phage_gp49_66
NODE_1403_length_728_cov_3.331797,ATP-synt_B
NODE_14032_length_319_cov_1.037190,DNA_pol3_alpha
NODE_14015_length_319_cov_1.243802,DUF2201
NODE_13_length_3721_cov_21.062843,GTP_EFTU EFG_IV EFG_II Ribosomal_S10 GTP_EFTU_D3 GTP_EFTU_D2 EFG_C
NODE_1398_length_729_cov_4.305215,Biotin_lipoyl
NODE_13980_length_319_cov_2.082645,S1
NODE_13961_length_319_cov_2.735537,ParBc
NODE_1393_length_730_cov_10.762634,Sigma70_r4_2 Sigma70_r2 Sigma70_r4
NODE_1391_length_732_cov_1.396024,IstB_IS21
NODE_13901_length_320_cov_1.115226,MotA_ExbB
NODE_13900_length_320_cov_1.135802,tRNA_U5-meth_tr
NODE_13879_length_320_cov_1.707819,HTH_17
NODE_13870_length_320_cov_2.086420,DUF3310
NODE_13853_length_320_cov_2.432099,PEPCK_ATP
NODE_1383_length_733_cov_3.402439,Bac_surface_Ag
NODE_13830_length_320_cov_3.604938,tRNA-synt_2
NODE_1381_length_733_cov_4.471037,Ribosomal_L22
NODE_1378_length_734_cov_3.776256,DUF3829
NODE_13772_length_321_cov_1.430328,GIY-YIG
NODE_13765_length_321_cov_1.709016,GldH_lipo
NODE_1375_length_734_cov_6.567732,Ribosomal_S6 Ribosomal_S18
NODE_1370_length_735_cov_6.384498,MreC
NODE_13701_length_321_cov_13.856557,NfeD
NODE_1369_length_736_cov_3.045524,Terminase_GpA
NODE_13692_length_322_cov_0.579592,P22_CoatProtein
NODE_1368_length_736_cov_6.305008,5-FTHF_cyc-lig
NODE_13633_length_322_cov_1.608163,PEP-utilizers
NODE_13611_length_322_cov_2.065306,RNA_helicase
NODE_1360_length_739_cov_1.924471,Pep_deformylase
NODE_1357_length_739_cov_3.247734,Pribosyltran
NODE_13577_length_322_cov_4.016327,Pribosyl_synth
NODE_13574_length_322_cov_4.502041,TonB_C
NODE_13564_length_323_cov_0.609756,BatD
NODE_13562_length_323_cov_0.691057,Aminotran_3
NODE_1355_length_739_cov_5.712991,Sigma70_r4_2 Sigma70_r2
NODE_13556_length_323_cov_0.768293,Peptidase_M20
NODE_13533_length_323_cov_1.300813,Helicase_C
NODE_13525_length_323_cov_1.479675,Ribosomal_L12
NODE_13518_length_323_cov_1.630081,DUF721
NODE_1350_length_740_cov_3.147813,Thymidylate_kin
NODE_13457_length_323_cov_29.109756,Ribosomal_L11
NODE_1343_length_741_cov_5.534639,CD225
NODE_13423_length_324_cov_1.089069,P22_CoatProtein
NODE_13411_length_324_cov_1.279352,Peptidase_M48
NODE_1340_length_741_cov_21.126506,DnaJ DnaJ_C
NODE_13400_length_324_cov_1.481781,DUF4054
NODE_133_length_1785_cov_2.995316,Toprim_C_rpt SKI
NODE_13371_length_324_cov_2.283401,DUF4301
NODE_13327_length_324_cov_9.064777,ATP-synt_DE_N
NODE_1331_length_743_cov_54.183183,DUF417
NODE_13313_length_325_cov_0.798387,DNA_pol3_alpha
NODE_1330_length_744_cov_2.347826,OmpA Gly-zipper_Omp
NODE_13288_length_325_cov_1.165323,EFG_C
NODE_13287_length_325_cov_1.185484,Ribosomal_S7
NODE_13254_length_325_cov_2.270161,SecG
NODE_1324_length_745_cov_3.775449,eIF-1a
NODE_13248_length_325_cov_2.350806,NinG
NODE_13228_length_325_cov_4.826613,SmpB
NODE_1320_length_745_cov_7.558383,OMP_b-brl
NODE_13200_length_326_cov_1.076305,UDG
NODE_13199_length_326_cov_1.092369,FeS_assembly_P
NODE_13195_length_326_cov_1.136546,PNP_UDP_1
NODE_13173_length_325_cov_1.469880,NinB
NODE_1310_length_747_cov_5.556716,DUF417
NODE_13102_length_327_cov_0.632000,Glycos_transf_4
NODE_130_length_1791_cov_32.425904,NusG KOW Ribosomal_L11_N Ribosomal_L11
NODE_1306_length_748_cov_1.453055,DUF2800
NODE_13046_length_327_cov_1.744000,DUF1360
NODE_12_length_3766_cov_9.195446,RNA_pol_Rpb2_6 RNA_pol_Rpb2_7
NODE_1299_length_749_cov_3.248512,TGS tRNA_SAD
NODE_12996_length_327_cov_3.808000,Ribosomal_S2
NODE_1298_length_750_cov_2.673105,DUF349
NODE_12981_length_327_cov_8.844000,Acetyltransf_5
NODE_12948_length_328_cov_1.051793,Bac_transf
NODE_128_length_1800_cov_4.968079,SusD-like
NODE_1288_length_751_cov_6.344214,HTH_3 Gp49
NODE_12882_length_329_cov_3.075697,N6_N4_Mtase
NODE_12879_length_328_cov_3.366534,SecA_DEAD
NODE_1283_length_753_cov_17.044379,FUR
NODE_12819_length_329_cov_1.432540,Phage_holin_3_1
NODE_12804_length_329_cov_1.738095,ABC_sub_bind
NODE_127_length_1806_cov_3.007519,Mur_ligase_M Mur_ligase_C
NODE_1278_length_755_cov_26.850812,1-cysPrx_C AhpC-TSA
NODE_12789_length_329_cov_2.281746,Peptidase_M50
NODE_12788_length_329_cov_2.289683,N6_N4_Mtase
NODE_1273_length_755_cov_5.533923,IMPDH
NODE_1269_length_755_cov_6.845361,Molybdopterin
NODE_12659_length_330_cov_2.774704,Peptidase_S26
NODE_12625_length_330_cov_15.897233,ATP-synt_DE_N
NODE_12622_length_331_cov_0.610236,Epimerase_2
NODE_12602_length_331_cov_1.055118,UvrB Helicase_C
NODE_1254_length_760_cov_2.531479,Phage_portal
NODE_1253_length_760_cov_6.338214,DUF417
NODE_12532_length_331_cov_4.307087,ANT
NODE_12526_length_331_cov_6.566929,adh_short_C2
NODE_12522_length_332_cov_0.596078,Putative_PNPOx
NODE_12475_length_332_cov_1.482353,DUF1015
NODE_1244_length_763_cov_8.389213,Peptidase_S9
NODE_1241_length_764_cov_3.119360,Aminotran_1_2
NODE_12403_length_332_cov_4.552941,dNK
NODE_1239_length_764_cov_4.579330,PP-binding adh_short_C2
NODE_12392_length_333_cov_0.511719,PepSY
NODE_1238_length_764_cov_4.726346,DUF448 Ribosomal_L7Ae
NODE_12376_length_333_cov_0.980469,LysE
NODE_12365_length_333_cov_1.125000,Peptidase_M18
NODE_12361_length_333_cov_1.156250,Sortase
NODE_1235_length_765_cov_3.462209,TPR_8 DMRL_synthase
NODE_12342_length_333_cov_1.507812,MgtC
NODE_12338_length_333_cov_1.667969,Methyltransf_24
NODE_1231_length_766_cov_1.465893,Ribosomal_L5_C Ribosomal_L5
NODE_12303_length_333_cov_3.078125,Ribosomal_L31
NODE_122_length_1838_cov_5.087450,YqaJ
NODE_1229_length_766_cov_2.754717,Succ_DH_flav_C
NODE_1228_length_766_cov_3.000000,rve
NODE_1222_length_767_cov_6.701449,Rnf-Nqr
NODE_121_length_1841_cov_3.878118,DNA_topoisoIV
NODE_1219_length_768_cov_1.697540,UPF0051
NODE_12186_length_334_cov_2.778210,FHA
NODE_12181_length_334_cov_3.136187,CinA
NODE_12165_length_334_cov_4.054475,SRP54
NODE_12158_length_334_cov_192.369650,Ribosomal_L28
NODE_1213_length_769_cov_7.336705,Thioredoxin CoA_binding_2
NODE_12139_length_335_cov_0.996124,Aminotran_5
NODE_1211_length_770_cov_4.167388,FUR
NODE_12109_length_335_cov_1.565891,Sugar-bind
NODE_120_length_1858_cov_3.185851,Queuosine_synth TruB_C_2 HPPK
NODE_1209_length_771_cov_1.112392,Mur_ligase_C
NODE_12091_length_335_cov_2.031008,DUF1064
NODE_1207_length_771_cov_5.030259,DUF3390
NODE_12078_length_336_cov_2.507752,YadA_stalk
NODE_12061_length_335_cov_3.565891,Methyltransf_23
NODE_12053_length_334_cov_4.996124,Abhydrolase_1
NODE_12050_length_335_cov_7.674419,Acetate_kinase
NODE_12045_length_336_cov_0.606178,Chorismate_bind
NODE_12006_length_336_cov_1.548263,DUF3310
NODE_11_length_3791_cov_9.902262,DUF150_C DUF150 NusA_N KH_5
NODE_119_length_1877_cov_23.597778,GrpE
NODE_11987_length_336_cov_2.154440,YdaS_antitoxin
NODE_1197_length_774_cov_13.651363,Ribosomal_L25p Ribosomal_TL5_C
NODE_1194_length_776_cov_2.959943,DUF2800
NODE_11944_length_337_cov_0.638462,SSB
NODE_11918_length_337_cov_1.115385,DUF2793
NODE_11902_length_337_cov_1.519231,IstB_IS21
NODE_118_length_1893_cov_2.966960,Ribosom_S12_S23 Ribosomal_S7
NODE_1186_length_778_cov_7.288160,FGE-sulfatase
NODE_1185_length_778_cov_20.467903,Rubrerythrin
NODE_11849_length_337_cov_4.976923,PGK
NODE_1182_length_779_cov_46.547009,Ribosomal_S10
NODE_11813_length_338_cov_1.111111,MazG
NODE_11812_length_338_cov_1.118774,Epimerase
NODE_117_length_1896_cov_4.677295,N6_N4_Mtase Helicase_C
NODE_11794_length_338_cov_1.613027,PP-binding
NODE_11789_length_338_cov_1.678161,EPSP_synthase
NODE_11788_length_338_cov_1.693487,DapB_C
NODE_1177_length_780_cov_2.688478,ABC_tran
NODE_11768_length_338_cov_2.551724,tRNA-synt_1c_C
NODE_11761_length_338_cov_3.386973,DUF2158
NODE_11759_length_338_cov_3.766284,RNA_pol
NODE_1174_length_780_cov_3.349929,YadA_head
NODE_11730_length_339_cov_0.965649,Malate_synthase
NODE_116_length_1896_cov_4.692139,SRP54_N SRP_SPB SRP54
NODE_11660_length_339_cov_2.980916,YtxH
NODE_1163_length_782_cov_11.229787,OMP_b-brl
NODE_1162_length_783_cov_2.168555,SecG
NODE_11621_length_340_cov_0.946768,Peptidase_M15
NODE_115_length_1901_cov_13.521382,GTP_EFTU EFG_IV EFG_II GTP_EFTU_D2 EFG_C
NODE_11555_length_340_cov_3.174905,HTH_36
NODE_11534_length_341_cov_0.795455,ABC_tran
NODE_11532_length_341_cov_0.818182,YajC
NODE_1152_length_786_cov_2.856135,Phage_Mu_F
NODE_11514_length_341_cov_1.295455,HPPK
NODE_11513_length_341_cov_1.310606,DUF4492
NODE_1149_length_786_cov_11.940762,ArgK
NODE_11491_length_341_cov_1.643939,TPP_enzyme_M
NODE_11488_length_341_cov_1.742424,ATP-synt_DE_N
NODE_1146_length_788_cov_2.555556,PFL-like Gly_radical
NODE_1143_length_788_cov_7.796062,YajC TGT
NODE_1140_length_790_cov_3.708275,Glyco_transf_5
NODE_1136_length_792_cov_4.223776,RecA
NODE_1132_length_793_cov_3.550279,MmgE_PrpD
NODE_11326_length_343_cov_1.093985,FeS_assembly_P
NODE_1130_length_794_cov_1.958159,NAD_synthase
NODE_11293_length_343_cov_1.736842,DUF3310
NODE_1127_length_794_cov_2.953975,DUF3987
NODE_11261_length_342_cov_3.116541,VirE
NODE_11249_length_343_cov_4.642857,DUF4293
NODE_1123_length_795_cov_2.586351,A2M_N
NODE_11221_length_344_cov_1.059925,ADK
NODE_11205_length_344_cov_1.528090,HPPK
NODE_111_length_1909_cov_9.152126,MreB_Mbl MGS AICARFT_IMPCHas
NODE_11197_length_344_cov_1.629213,EPSP_synthase
NODE_11181_length_344_cov_1.981273,D5_N
NODE_1117_length_796_cov_6.260083,Bac_DNA_binding
NODE_11134_length_344_cov_5.812734,SpoU_methylase
NODE_1109_length_800_cov_5.034578,SusF_SusE
NODE_1108_length_800_cov_6.088520,Terminase_6C
NODE_11089_length_345_cov_1.634328,Chorismate_synt
NODE_1107_length_800_cov_70.543568,Thioredoxin
NODE_11041_length_346_cov_0.591078,Thy1
NODE_1102_length_803_cov_2.334711,Asp_Glu_race
NODE_1100_length_803_cov_9.221763,Exo_endo_phos
NODE_10_length_3800_cov_8.261010,SEC-C SecA_SW SecA_DEAD
NODE_1099_length_804_cov_0.810179,P22_CoatProtein
NODE_1097_length_804_cov_19.370014,Ribosomal_L21p Ribosomal_L27
NODE_10941_length_346_cov_4.747212,FTSW_RODA_SPOVE
NODE_1093_length_807_cov_1.717808,ACT_4
NODE_1091_length_808_cov_2.430917,CbiJ
NODE_108_length_1929_cov_12.457343,ATP-synt_DE_N ATP-synt_ab ATP-synt_ab_N
NODE_1089_length_808_cov_4.767442,Helicase_C
NODE_10895_length_347_cov_1.481481,Rhodanese
NODE_10882_length_347_cov_1.748148,GDP_Man_Dehyd
NODE_1086_length_809_cov_5.845628,HRDC
NODE_1083_length_810_cov_1.892224,UvrD-helicase
NODE_1082_length_810_cov_2.002729,YadA_anchor SLH
NODE_1081_length_810_cov_3.863574,HTH_8
NODE_1080_length_810_cov_6.181446,Peptidase_Mx1
NODE_107_length_1939_cov_5.673469,PCRF RF-1
NODE_1079_length_811_cov_2.238420,NHL
NODE_1077_length_811_cov_5.967302,DHOR
NODE_10775_length_348_cov_2.391144,DNA_ligase_aden
NODE_1076_length_812_cov_46.863946,Ribosomal_L18p Ribosomal_L6
NODE_10768_length_348_cov_2.819188,ABC_tran
NODE_1072_length_814_cov_1.994573,Sua5_yciO_yrdC
NODE_10719_length_349_cov_1.301471,DPBB_1
NODE_10715_length_349_cov_1.363971,PGM_PMM_III
NODE_106_length_1956_cov_5.263970,TonB_dep_Rec Plug
NODE_10680_length_349_cov_2.349265,FTSW_RODA_SPOVE
NODE_10666_length_349_cov_3.128676,Prenyltransf
NODE_10635_length_350_cov_0.717949,GldM_C
NODE_10631_length_350_cov_0.776557,Asp-Al_Ex
NODE_10624_length_350_cov_0.890110,Pyr_redox_2
NODE_10603_length_350_cov_1.479853,AAA_2
NODE_105_length_1958_cov_38.429559,Pyr_redox_2 dNK
NODE_10570_length_350_cov_2.531136,AAA_2
NODE_10547_length_350_cov_4.223443,CxxCxxCC
NODE_10544_length_350_cov_4.846154,Ribosomal_S6
NODE_1053_length_818_cov_13.589744,Bax1-I
NODE_10531_length_351_cov_0.872263,PAPS_reduct
NODE_1051_length_819_cov_5.738544,Peptidase_Prp
NODE_10491_length_351_cov_2.127737,Peptidase_Mx1
NODE_10466_length_351_cov_7.145985,Ribosomal_S21
NODE_10393_length_352_cov_2.887273,FolB
NODE_10378_length_352_cov_8.589091,PepSY
NODE_10369_length_353_cov_0.764493,TP_methylase
NODE_10363_length_353_cov_0.909420,N6_N4_Mtase
NODE_10348_length_353_cov_1.065217,ATP-synt_ab_C
NODE_1033_length_826_cov_2.659546,ACT_4
NODE_10280_length_354_cov_0.653430,Glyco_hydro_19
NODE_1027_length_827_cov_2.431425,Lipase_3
NODE_10264_length_354_cov_1.061372,TrbI
NODE_1025_length_829_cov_2.465426,RNB S1
NODE_10253_length_354_cov_1.357401,UvrD_C_2
NODE_10244_length_354_cov_1.570397,Acetate_kinase
NODE_1023_length_829_cov_8.420213,NlpE
NODE_10239_length_354_cov_1.750903,Cyt_bd_oxida_II
NODE_1022_length_829_cov_8.924202,iPGM_N
NODE_10224_length_354_cov_2.122744,MazG
NODE_10223_length_354_cov_2.216606,THF_DHG_CYH_C
NODE_10214_length_354_cov_2.830325,GlcNAc_2-epim
NODE_10212_length_354_cov_2.989170,CLP_protease
NODE_1020_length_830_cov_2.362550,Pantoate_ligase
NODE_101_length_1980_cov_5.556782,Phage_F
NODE_10196_length_354_cov_4.620939,CLP_protease
NODE_10192_length_354_cov_9.205776,ACR_tran
NODE_10188_length_355_cov_0.661871,LAGLIDADG_3
NODE_10186_length_355_cov_0.701439,Terminase_3
NODE_10180_length_355_cov_0.787770,Glycos_transf_2
NODE_10172_length_354_cov_0.985612,PGK
NODE_10159_length_355_cov_1.298561,ketoacyl-synt
NODE_1014_length_831_cov_2.421751,DUF4953
NODE_1013_length_831_cov_9.659151,RNA_pol_Rpb2_6 RNA_pol_Rpb2_7
NODE_10133_length_355_cov_2.589928,LepA_C
NODE_1008_length_836_cov_52.662714,Ribosomal_L28 DUF4295 Ribosomal_L33
NODE_1006_length_837_cov_4.568421,CTP_transf_like
NODE_1005_length_838_cov_6.093298,Cpn10
NODE_1004_length_839_cov_1.796588,CBS SIS
NODE_10037_length_356_cov_7.978495,Ribosomal_S3_C
NODE_1002_length_839_cov_2.241470,ExbD
NODE_1001_length_839_cov_5.174541,Val_tRNA-synt_C Anticodon_1
NODE_10018_length_357_cov_1.028571,Asp_Glu_race
NODE_10002_length_357_cov_1.485714,PAS_10
