Locus_tag	Product	Start	End	Length
CJCOGG_00422	YaeP family protein	432129	432329	200
CJCOGG_00423	Uncharacterized protein YaeQ	432495	433040	545
CJCOGG_00424	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	433037	433459	422
CJCOGG_00425	envelope stress response activation lipoprotein NlpE	433473	434183	710
CJCOGG_00426	IS110 family IS621 transposase	434433	435413	980
CJCOGG_00427	YaeF family permuted papain-like enzyme	435859	436440	581
CJCOGG_00428	proline--tRNA ligase	436493	438211	1718
CJCOGG_00429	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	438323	439030	707
CJCOGG_00430	Rcs stress response system protein RcsF	439027	439431	404
CJCOGG_00431	methionine ABC transporter substrate-binding lipoprotein MetQ	439549	440364	815
CJCOGG_00432	D-methionine transport system permease protein MetI	440404	441057	653
CJCOGG_00433	methionine ABC transporter ATP-binding protein MetN	441050	442081	1031
CJCOGG_00434	D-glycero-beta-D-manno-heptose 1%2C7-bisphosphate 7-phosphatase	442269	442841	572
CJCOGG_00442	2%2C5-didehydrogluconate reductase DkgB	448739	449542	803
CJCOGG_00443	DNA-binding transcriptional regulator YafC	449539	450453	914
CJCOGG_00444	endonuclease/exonuclease/phosphatase family protein	450715	451494	779
CJCOGG_00445	Putative methyltransferase	451572	452342	770
CJCOGG_00446	murein transglycosylase D	452390	453610	1220
CJCOGG_00447	hydroxyacylglutathione hydrolase	453820	454575	755
CJCOGG_00448	Uncharacterized protein YafS	454609	455331	722
CJCOGG_00449	ribonuclease HI	455328	455795	467
CJCOGG_00450	DNA polymerase III subunit epsilon	455851	456591	740
CJCOGG_00452	Uncharacterized lipoprotein YafT	457127	457912	785
CJCOGG_00453	Uncharacterized protein YkfM	458049	458528	479
CJCOGG_00454	Putative inner membrane protein YafU	458538	459452	914
CJCOGG_00455	type VI secretion system protein%2C Hcp family	459496	459978	482
CJCOGG_00456	Type VI secretion system protein TssA	460002	461354	1352
CJCOGG_00457	type VI secretion system membrane subunit TssM	461365	464889	3524
CJCOGG_00458	type VI secretion system protein TssA	464908	466323	1415
CJCOGG_00459	type VI secretion system-associated protein VasI	466328	467071	743
CJCOGG_00460	type VI secretion system ATPase TssH	467068	469827	2759
CJCOGG_00461	Type VI secretion system protein TssL	469836	470597	761
CJCOGG_00462	type VI secretion system baseplate subunit TssK	470602	471933	1331
CJCOGG_00463	Type VI secretion system protein TssJ	471936	472460	524
CJCOGG_00464	Type VI secretion system protein Fha	472457	473737	1280
CJCOGG_00465	Type VI secretion system protein TssG	473762	474844	1082
CJCOGG_00466	Type VI secretion system protein TssF	474808	476658	1850
CJCOGG_00467	type VI secretion system baseplate subunit TssE	476662	477075	413
CJCOGG_00468	type VI secretion system contractile sheath large subunit	477082	478557	1475
CJCOGG_00469	hypothetical protein	478608	478832	224
CJCOGG_00470	Type VI secretion system protein TssB	478867	479367	500
CJCOGG_00471	Type VI secretion system protein%2C Hcp family	480064	480582	518
CJCOGG_00472	type VI secretion system effector VgrG	480792	482933	2141
CJCOGG_00473	Rhs core protein	483009	485513	2504
CJCOGG_00474	Rhs core protein with extension	485482	487032	1550
CJCOGG_00475	DsORF-h1	487044	487493	449
CJCOGG_00476	ISAs1 family transposase	487847	488545	698
CJCOGG_00477	tautomerase PptA	488578	488805	227
CJCOGG_00478	Uncharacterized protein YddH	488809	489378	569
CJCOGG_00479	N-hydroxyarylamine O-acetyltransferase	489551	490396	845
CJCOGG_00480	PhzF family isomerase	490492	491385	893
CJCOGG_00481	respiratory nitrate reductase subunit gamma	491464	492144	680
CJCOGG_00482	nitrate reductase molybdenum cofactor assembly chaperone	492141	492836	695
CJCOGG_00483	nitrate reductase subunit beta	492836	494380	1544
CJCOGG_00484	nitrate reductase Z subunit alpha	494377	498117	3740
CJCOGG_00485	nitrate/nitrite transporter NarU	498199	499587	1388
CJCOGG_00486	Glycoprotein	499911	501242	1331
CJCOGG_00487	Protein YddL	501266	501556	290
CJCOGG_00488	aromatic amino acid efflux DMT transporter YddG	501815	502639	824
CJCOGG_00489	formate dehydrogenase-N subunit alpha	502928	505975	3047
CJCOGG_00490	formate dehydrogenase N subunit beta	505988	506872	884
CJCOGG_00491	formate dehydrogenase-N subunit gamma	506865	507518	653
CJCOGG_00492	HigA family addiction module antitoxin	507569	507853	284
CJCOGG_00493	alcohol dehydrogenase AdhP	508000	509010	1010
CJCOGG_00494	malate dehydrogenase	509144	510841	1697
CJCOGG_00495	stationary-phase-induced ribosome-associated protein	510998	511135	137
CJCOGG_00496	biofilm-dependent modulation protein	511237	511452	215
CJCOGG_00497	peroxiredoxin OsmC	511798	512229	431
CJCOGG_00498	putative D%2CD-dipeptide transport ATP-binding protein DdpF	512285	513211	926
CJCOGG_00499	ABC transporter ATP-binding protein	513204	514190	986
CJCOGG_00500	D%2CD-dipeptide ABC transporter permease	514187	515083	896
CJCOGG_00501	nickel ABC transporter permease	515080	516102	1022
CJCOGG_00502	putative D%2CD-dipeptide-binding periplasmic protein DdpA	516104	517654	1550
CJCOGG_00503	D-alanyl-D-alanine dipeptidase	517668	518249	581
CJCOGG_00504	oxygen-sensing cyclic-di-GMP phosphodiesterase DosP	518507	520906	2399
CJCOGG_00505	diguanylate cyclase DosC	520931	522313	1382
CJCOGG_00506	Glycosyl hydrolase DigH	522685	524004	1319
CJCOGG_00507	acid resistance gamma-aminobutyrate antiporter GadC	524135	525670	1535
CJCOGG_00508	glutamate decarboxylase	525826	527226	1400
CJCOGG_00509	putative zinc protease PqqL	527588	530371	2783
CJCOGG_00510	Uncharacterized protein YddB	530428	532800	2372
CJCOGG_00511	Inner membrane ABC transporter ATP-binding protein YddA	532838	534496	1658
CJCOGG_00512	anaerobic sulfatase maturase	534814	535971	1157
CJCOGG_00513	Uncharacterized sulfatase YdeN	536023	537705	1682
CJCOGG_00514	acid stress response transcriptional regulator YdeO	538107	538868	761
CJCOGG_00515	two-component system connector SafA	538943	539140	197
CJCOGG_00516	acid resistance putative oxidoreductase YdeP	539388	541667	2279
CJCOGG_00517	Uncharacterized fimbrial-like protein YdeQ	542001	542915	914
CJCOGG_00518	Uncharacterized fimbrial-like protein YdeR	542974	543477	503
CJCOGG_00519	Uncharacterized fimbrial-like protein YdeS	543490	544020	530
CJCOGG_00520	type 1 fimbrial major subunit FimA	544034	546685	2651
CJCOGG_00521	Fimbria/pilus periplasmic chaperone	546727	547437	710
CJCOGG_00522	type 1 fimbrial major subunit FimA	547771	548334	563
CJCOGG_00523	type II toxin-antitoxin system serine/threonine protein kinase toxin HipA	549287	550609	1322
CJCOGG_00524	type II toxin-antitoxin system antitoxin HipB	550609	550875	266
CJCOGG_00525	hypothetical protein	550964	551056	92
CJCOGG_00526	ECSE_1600 family autotransporter	551084	552484	1400
CJCOGG_00527	ECSE_1600 family autotransporter	552528	556505	3977
CJCOGG_00528	autoinducer-2 kinase	557036	558628	1592
CJCOGG_00529	transcriptional regulator LsrR	558707	559660	953
CJCOGG_00530	autoinducer 2 ABC transporter ATP-binding protein LsrA	559909	561444	1535
CJCOGG_00531	autoinducer 2 ABC transporter permease LsrC	561438	562466	1028
CJCOGG_00532	autoinducer 2 ABC transporter permease LsrD	562466	563458	992
CJCOGG_00533	autoinducer 2 ABC transporter substrate-binding protein LsrB	563470	564492	1022
CJCOGG_00534	3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase	564519	565394	875
CJCOGG_00535	(4S)-4-hydroxy-5-phosphonooxypentane-2%2C3-dione isomerase	565418	565708	290
CJCOGG_00536	trans-aconitate 2-methyltransferase	565765	566523	758
CJCOGG_00537	Voltage-dependent anion channel-forming protein YneE	566527	567441	914
CJCOGG_00538	tagaturonate reductase	567648	569099	1451
CJCOGG_00539	putative diguanylate cyclase DgcF	569326	570744	1418
CJCOGG_00540	Uncharacterized protein YneG	570883	571242	359
CJCOGG_00541	glutaminase B	571242	572168	926
CJCOGG_00542	succinate-semialdehyde dehydrogenase	572232	573620	1388
CJCOGG_00543	putrescine utilization regulator PtrR	573721	574602	881
CJCOGG_00544	putative protein YneK	574680	575138	458
CJCOGG_00545	putative protein YneK	575087	575572	485
CJCOGG_00546	putative protein YneK	575569	575793	224
CJCOGG_00547	L-arabinose MFS transporter	575943	577133	1190
CJCOGG_00548	NAAT family transporter MarC	577158	577823	665
CJCOGG_00549	multiple antibiotic resistance transcriptional regulator MarR	578035	578469	434
CJCOGG_00550	MDR efflux pump AcrAB transcriptional activator MarA	578489	578872	383
CJCOGG_00551	multiple antibiotic resistance protein MarB	578904	579122	218
CJCOGG_00552	6-phospho-beta-glucosidase	579179	580618	1439
CJCOGG_00553	Carbohydrate porin	580643	582316	1673
CJCOGG_00554	PTS lactose/cellobiose transporter subunit IIA	582372	582683	311
CJCOGG_00555	Permease IIC component	582711	584033	1322
CJCOGG_00556	Cellobiose-specific phosphotransferase enzyme IIB component	584148	584459	311
CJCOGG_00557	Transcriptional regulator	584658	585356	698
CJCOGG_00558	O-acetylserine/cysteine exporter	585401	586300	899
CJCOGG_00559	efflux MFS transporter YdeE	586495	587682	1187
CJCOGG_00560	protein MgtS	587809	587904	95
CJCOGG_00562	diguanylate cyclase DgcZ	588124	589014	890
CJCOGG_00563	YdeI family stress tolerance OB fold protein	589269	589661	392
CJCOGG_00564	2-oxo-tetronate isomerase	589937	590455	518
CJCOGG_00565	peptidyl-dipeptidase Dcp	590500	592545	2045
CJCOGG_00566	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	592682	593428	746
CJCOGG_00567	DNA-binding transcriptional regulator YdfH	593517	594203	686
CJCOGG_00568	Putative selenoprotein YdfZ	594381	594584	203
CJCOGG_00569	Uncharacterized oxidoreductase YdfI	594620	596080	1460
CJCOGG_00570	MHS family MFS transporter YdfJ	596169	597536	1367
CJCOGG_00571	Zn-dependent oxidoreductase	597594	598613	1019
CJCOGG_00572	starvation-sensing protein RspA	598625	599839	1214
CJCOGG_00573	YnfA family protein	600045	600371	326
CJCOGG_00574	DUF1283 domain-containing protein	600506	600847	341
CJCOGG_00575	spermidine N1-acetyltransferase	600882	601442	560
CJCOGG_00576	YnfC family lipoprotein	601445	602191	746
CJCOGG_00577	Uncharacterized protein YnfD	602263	602568	305
CJCOGG_00578	selenate/tellurate reductase subunit YnfE	602767	605193	2426
CJCOGG_00579	selenate/tellurate reductase subunit YnfF	605281	607677	2396
CJCOGG_00580	Dimethyl sulfoxide reductase subunit B	607688	607801	113
CJCOGG_00581	Phage anti-repressor protein AntB	608209	608844	635
CJCOGG_00582	C4-type zinc finger protein	608892	609113	221
CJCOGG_00583	DUF4752 domain-containing protein	609110	609394	284
CJCOGG_00584	Ead/Ea22-like family protein	609381	610217	836
CJCOGG_00585	Phage protein	610219	610734	515
CJCOGG_00586	DUF551 domain-containing protein	610731	611234	503
CJCOGG_00587	hypothetical protein	611236	611511	275
CJCOGG_00588	LPD38 domain-containing protein	611635	619986	8351
CJCOGG_00589	DNA transfer protein	620055	621320	1265
CJCOGG_00590	Bacteriocin	621331	621582	251
CJCOGG_00591	Unassigned protein	621592	622038	446
CJCOGG_00592	DNA transfer protein	622041	622697	656
CJCOGG_00593	N-acetyltransferase	622791	623192	401
CJCOGG_00594	Small toxic polypeptide	623249	623389	140
CJCOGG_00595	Outer membrane protein Lom	623624	624361	737
CJCOGG_00596	Transcriptional regulator	624441	625058	617
CJCOGG_00597	Outer membrane protein	625064	625342	278
CJCOGG_00598	DUF1983 domain-containing protein	625357	626625	1268
CJCOGG_00599	IgGFc-binding protein N-terminal domain-containing protein	626622	628247	1625
CJCOGG_00600	Lipoprotein	628588	628815	227
CJCOGG_00601	Phage tail fibre adhesin Gp38 N-terminal domain-containing protein	628828	629373	545
CJCOGG_00602	Putative tail fiber protein	629456	631363	1907
CJCOGG_00603	Phage protein	631360	632010	650
CJCOGG_00604	AraC family transcriptional regulator	632010	632573	563
CJCOGG_00605	Phage protein	632557	633018	461
CJCOGG_00606	Fimbrial protein	633069	633458	389
CJCOGG_00607	N4-gp56 family major capsid protein	633513	634727	1214
CJCOGG_00608	Capsid and scaffold protein	634750	635757	1007
CJCOGG_00609	WH2 domain-containing protein	635915	638059	2144
CJCOGG_00610	Large subunit terminase	638059	639765	1706
CJCOGG_00611	Small subunit terminase	639746	640561	815
CJCOGG_00612	Lipopolysaccharide core heptose(II)-phosphate phosphatase	641164	641745	581
CJCOGG_00613	Spanin%2C inner membrane subunit	641826	642341	515
CJCOGG_00614	Transmembrane protein	642286	642399	113
CJCOGG_00615	Lysozyme	642620	643153	533
CJCOGG_00616	Holin	643158	643373	215
CJCOGG_00617	DUF826 domain-containing protein	643450	643695	245
CJCOGG_00618	YjhS	644042	645952	1910
CJCOGG_00620	Antitermination protein Q	646718	647194	476
CJCOGG_00621	Protein ninH	647145	647339	194
CJCOGG_00622	Crossover junction endodeoxyribonuclease rusA	647339	647701	362
CJCOGG_00623	DUF1364 domain-containing protein	647698	647991	293
CJCOGG_00624	DNA recombination protein	648200	648610	410
CJCOGG_00625	Putative antirepressor protein Ant from prophage	648665	649336	671
CJCOGG_00628	hypothetical protein	649681	649935	254
CJCOGG_00629	DNA-binding protein	650043	650360	317
CJCOGG_00630	Bacteriophage protein	650411	650896	485
CJCOGG_00631	Bacteriophage protein	650915	651094	179
CJCOGG_00632	Cell killing protein encoded within cryptic prophage CP-933P	651304	651516	212
CJCOGG_00634	hypothetical protein	651561	651716	155
CJCOGG_00635	K(+)-transporting ATPase subunit F	651705	651809	104
CJCOGG_00636	DUF551 domain-containing protein	651925	652509	584
CJCOGG_00637	Exclusion protein	652566	652961	395
CJCOGG_00638	DUF1627 domain-containing protein	652977	653747	770
CJCOGG_00639	DNA replication protein Rac prophage	653773	654513	740
CJCOGG_00640	DNA-binding protein	654520	655602	1082
CJCOGG_00641	hypothetical protein	655623	655841	218
CJCOGG_00642	Regulatory protein CII from prophage	655856	656152	296
CJCOGG_00643	Regulatory protein cro	656291	656491	200
CJCOGG_00644	Repressor protein cI	656592	657305	713
CJCOGG_00645	DUF2961 domain-containing protein	657352	657894	542
CJCOGG_00646	DUF1828 domain-containing protein	657882	658658	776
CJCOGG_00647	Antitermination protein	659153	659536	383
CJCOGG_00648	Bacteriophage protein	659540	660253	713
CJCOGG_00649	hypothetical protein	660285	660644	359
CJCOGG_00650	Prophage protein	660613	660822	209
CJCOGG_00651	Killing protein KilR	661279	661500	221
CJCOGG_00652	hypothetical protein	661584	661970	386
CJCOGG_00653	Exodeoxyribonuclease VIII (Putative partial) from phage origin	662078	664150	2072
CJCOGG_00654	Host-nuclease inhibitor protein Gam	664147	664443	296
CJCOGG_00655	phage recombination protein Bet	664449	665234	785
CJCOGG_00656	Exonuclease	665231	665911	680
CJCOGG_00657	DUF4222 domain-containing protein	665959	666210	251
CJCOGG_00658	Integrase	666472	667635	1163
CJCOGG_00659	DMSO/selenate family reductase complex B subunit	667673	668227	554
CJCOGG_00660	Anaerobic dimethyl sulfoxide reductase chain YnfH	668229	669083	854
CJCOGG_00661	Tat proofreading chaperone DmsD	669126	669740	614
CJCOGG_00662	voltage-gated ClC-type chloride channel ClcB	669935	671128	1193
CJCOGG_00663	dethiobiotin synthase	671144	671839	695
CJCOGG_00664	DNA-binding transcriptional repressor Mlc	671964	673184	1220
CJCOGG_00665	Uncharacterized HTH-type transcriptional regulator YnfL	673319	674212	893
CJCOGG_00666	Inner membrane transport protein YnfM	674319	675572	1253
CJCOGG_00667	acid resistance repetitive basic protein Asr	675996	676304	308
CJCOGG_00668	Uncharacterized protein YdgU	676397	676480	83
CJCOGG_00669	Uncharacterized serine protease YdgD	676580	677401	821
CJCOGG_00670	multidrug/spermidine efflux SMR transporter subunit MdtI	677440	677769	329
CJCOGG_00671	multidrug/spermidine efflux SMR transporter subunit MdtJ	677756	678121	365
CJCOGG_00672	AI-2 transporter TqsA	678533	679567	1034
CJCOGG_00673	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	679592	680980	1388
CJCOGG_00674	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	680991	682523	1532
CJCOGG_00675	DUF1471 domain-containing protein	683047	683991	944
CJCOGG_00676	Arginine/ornithine antiporter	684177	685559	1382
CJCOGG_00677	dihydromonapterin reductase	685596	686318	722
CJCOGG_00678	Inner membrane protein YdgC	686315	686650	335
CJCOGG_00679	two-component system response regulator RstA	686779	687498	719
CJCOGG_00680	two-component system sensor histidine kinase RstB	687502	688803	1301
CJCOGG_00681	DNA replication terminus site-binding protein	688879	689808	929
CJCOGG_00682	class II fumarate hydratase	689805	691208	1403
CJCOGG_00683	class I fumarate hydratase	691351	692997	1646
CJCOGG_00684	mannose-6-phosphate isomerase	693196	694371	1175
CJCOGG_00685	Protein YdgA	694472	695980	1508
CJCOGG_00686	glucuronide uptake porin UidC	696025	697290	1265
CJCOGG_00687	glucuronide transporter	697329	698702	1373
CJCOGG_00688	beta-glucuronidase	698699	700510	1811
CJCOGG_00689	DNA-binding transcriptional regulator UidR	700899	701477	578
CJCOGG_00690	7-alpha-hydroxysteroid dehydrogenase	701718	702485	767
CJCOGG_00691	mal regulon transcriptional regulator MalI	702597	703625	1028
CJCOGG_00692	PTS maltose transporter subunit IICB	703800	705392	1592
CJCOGG_00693	bifunctional maltose regulon transcriptional repressor/cystathionine beta-lyase MalY	705402	706574	1172
CJCOGG_00694	adenosine deaminase	706678	707679	1001
CJCOGG_00695	Uncharacterized oxidoreductase YdgJ	707714	708754	1040
CJCOGG_00696	transcription modulator YdgT	709395	709610	215
CJCOGG_00697	Inner membrane protein YdgK	709696	710136	440
CJCOGG_00698	electron transport complex subunit RsxA	710213	710794	581
CJCOGG_00699	electron transport complex subunit RsxB	710794	711372	578
CJCOGG_00700	hypothetical protein	711374	711649	275
CJCOGG_00701	hypothetical protein	711767	711970	203
CJCOGG_00702	electron transport complex subunit RsxD	713455	714513	1058
CJCOGG_00703	electron transport complex subunit RsxG	714517	715137	620
CJCOGG_00704	electron transport complex subunit RsxE	715141	715836	695
CJCOGG_00705	endonuclease III	715836	716471	635
CJCOGG_00706	hypothetical protein	716599	716799	200
CJCOGG_00707	dipeptide/tripeptide permease DtpA	717082	718584	1502
